property_type,sector,society,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,sector 36,Signature Global Park 4,0.72,6429.0,3,2,3,2.0,Under Construction,1244.0,0,0,0,0,0,0,0
flat,sector 82,Mapsko Royale Ville3.7 ★,1.12,6257.0,3,3,2,12.0,Relatively New,1588.0,0,0,0,1,0,1,49
flat,sector 77,Emaar Palm Heights,1.75,11667.0,3,3,3+,11.0,Relatively New,1900.0,0,1,0,0,0,0,94
house,sector 72,spaze privy,3.1,8486.0,5,5,3+,21.0,Relatively New,3653.0,0,0,0,0,0,0,0
flat,sector 102,Shapoorji Pallonji Joyville Gurugram4.0 ★,1.25,9874.0,2,2,2,0.0,Relatively New,1100.0,0,0,0,0,0,0,79
flat,sector 81,Bestech Park View Grand Spa4.3 ★,2.25,8459.0,3,4,3+,8.0,Relatively New,2300.0,1,1,1,0,0,1,122
flat,sector 92,GLS Avenue 51,0.5,7812.0,3,3,1,0.0,Relatively New,579.0,0,0,0,0,0,0,0
house,sector 109,international city by sobha phase 2,7.0,11240.0,5,5,3+,2.0,Relatively New,6228.0,0,1,0,0,0,0,129
flat,sector 92,Sare Crescent Parc3.5 ★,0.92,4855.0,4,5,3+,14.0,Moderately Old,1895.0,0,0,0,0,0,1,131
flat,sector 43,DLF The Grove,6.0,25000.0,4,4,2,1.0,Under Construction,2667.0,0,1,0,0,0,1,49
flat,sector 79,Godrej 1014.0 ★,1.18,8532.0,2,2,3,7.0,Relatively New,1252.0,0,0,0,0,0,0,158
flat,sector 108,Raheja Vedas,2.15,4134.0,3,4,3+,12.0,Relatively New,4600.0,1,0,0,0,0,0,0
flat,sector 89,ATS Marigold,1.7,9714.0,3,3,3+,8.0,Under Construction,1944.0,1,0,0,0,0,0,65
flat,sector 33,Godrej Nature Plus,1.08,13123.0,2,2,3,8.0,Under Construction,85.0,0,0,0,0,0,0,0
flat,sector 99a,Pareena Coban Residences,1.3,6510.0,3,3,0,16.0,New Property,1997.0,0,0,0,0,0,0,0
flat,sector 85,ss,1.2,7151.0,2,2,3,15.0,Relatively New,1660.0,0,0,0,0,0,0,49
flat,sector 2,Ansal Plaza,1.0,10000.0,2,3,0,1.0,Moderately Old,1000.0,0,0,0,0,0,0,0
flat,sector 61,Smart World Orchard,1.47,12250.0,2,2,2,2.0,Under Construction,1333.0,1,0,0,0,0,0,76
flat,sector 92,Sare Homes,0.56,4730.0,3,1,3,1.0,Moderately Old,1316.0,0,0,0,0,0,1,75
flat,sector 84,Antriksh Heights3.7 ★,0.94,6999.0,3,2,3+,10.0,New Property,1222.0,1,0,0,0,0,1,89
flat,sector 66,Emaar The Palm Drive,3.9,18634.0,3,4,3,2.0,Relatively New,2200.0,0,0,0,0,0,0,0
flat,sector 79,Supertech Araville,0.71,5521.0,2,2,0,9.0,Under Construction,1295.0,0,0,0,0,0,0,0
flat,surya vihar,Surya Vihar RWA,1.3,6500.0,5,5,2,2.0,Old Property,2400.0,1,1,1,0,0,1,42
flat,sector 3,Shyam Apartment,0.26,3714.0,2,1,2,2.0,Relatively New,611.0,0,0,0,0,0,0,0
flat,sector 103,Indiabulls Centrum Park3.7 ★,2.36,9183.0,4,6,3+,8.0,Relatively New,2729.0,0,1,0,0,0,1,159
flat,sector 68,M3M The Marina4.0 ★,1.0,12500.0,2,2,3,21.0,Relatively New,889.0,0,0,0,0,0,0,31
flat,sector 72,Tata Primanti4.1 ★,3.3,15385.0,3,3,3+,10.0,Relatively New,2000.0,0,1,0,0,0,1,165
flat,sector 92,Sare Crescent Parc3.5 ★,0.8,4211.0,4,3,2,10.0,Relatively New,1719.0,0,0,0,0,1,0,37
flat,sohna road,Breez Global Hill View,0.35,5319.0,2,2,2,18.0,New Property,658.0,0,0,0,0,0,0,15
house,sector 112,experion windchants,7.46,10260.0,4,4,3+,2.0,Relatively New,6350.0,0,1,0,1,0,1,62
house,sector 70a,bptp visionnaire,4.6,17625.0,4,4,3+,3.0,Moderately Old,2610.0,1,1,1,1,0,0,96
flat,sector 92,Sare Crescent Parc Royal Greens Phase 1,0.65,4511.0,3,3,3,1.0,Moderately Old,1304.0,0,0,0,0,0,0,91
flat,sector 92,Sare Crescent Parc3.5 ★,0.5,5000.0,2,2,3,2.0,Moderately Old,905.0,0,0,0,0,0,0,38
house,sector 7,independent,3.0,11494.0,7,7,0,3.0,Old Property,2610.0,0,0,0,0,0,0,0
flat,sector 106,Paras Dews,1.0,7220.0,2,2,3+,2.0,New Property,940.0,0,0,0,0,0,1,21
flat,sector 43,DLF Royalton Tower,6.5,22109.0,4,5,2,8.0,Relatively New,2661.0,0,1,0,0,0,0,15
flat,sector 2,Bestech Park View Residency3.9 ★,1.59,8281.0,3,4,3+,11.0,Moderately Old,1738.0,0,1,0,0,0,0,100
flat,sector 86,Pyramid Urban Homes 2,0.6,8000.0,3,2,2,2.0,New Property,833.0,0,0,0,0,0,0,13
flat,sector 81,Bestech Park View Ananda4.2 ★,1.35,7542.0,3,3,3+,8.0,Old Property,1989.0,0,0,0,0,0,0,114
flat,sector 37d,BPTP Terra3.8 ★,1.55,7074.0,4,3,3+,19.0,Relatively New,2100.0,0,0,0,0,1,1,131
flat,sector 77,Emaar MGF Palm Hills4.0 ★,1.5,12744.0,3,3,3,4.0,Relatively New,1310.0,0,0,0,0,0,1,97
flat,sector 70,Shree Vardhman Victoria3.8 ★,1.63,8359.0,3,5,3,12.0,Relatively New,1527.0,0,1,0,0,0,0,43
flat,sector 70a,Capital Residences 360,1.68,8502.0,3,3,3+,5.0,New Property,1900.0,0,1,0,0,0,0,141
flat,sector 79,Godrej 1014.0 ★,1.41,8998.0,2,2,3,3.0,New Property,1747.0,1,0,0,0,0,0,104
flat,sector 70a,BPTP Pedestal,1.6,10159.0,3,3,3,2.0,New Property,1750.0,0,1,0,0,1,0,77
flat,sector 60,Ireo Skyon4.0 ★,3.0,12484.0,3,3,3,5.0,Relatively New,2400.0,0,1,0,0,0,1,174
flat,sector 72,Tata Primanti4.1 ★,3.25,10545.0,3,3,3,2.0,Moderately Old,2986.0,0,1,0,0,0,0,94
house,sector 3 phase 2,independent,1.0,11111.0,3,4,2,2.0,Relatively New,900.0,0,0,0,0,0,0,0
flat,sector 112,Experion Windchants3.8 ★,5.31,11205.0,4,6,3+,15.0,Relatively New,3573.33,0,1,0,1,0,0,72
flat,sector 81,Signature Global Synera3.4 ★,0.48,8027.0,2,2,1,14.0,Relatively New,547.0,0,0,0,0,0,1,14
flat,sector 36,Signature Global Park 4,0.82,7586.0,3,2,3,2.0,New Property,1201.0,0,0,0,0,0,0,24
flat,sector 37c,Corona Optus3.9 ★,1.22,6912.0,3,4,3,5.0,Relatively New,1665.0,0,0,0,0,0,0,149
flat,sector 9a,The Khushboo Cooperative Housing Society Ltd3.9 ★,0.88,4889.0,3,3,2,2.0,Old Property,1438.0,0,0,0,0,0,1,31
flat,sector 51,Orchid Island4.2 ★,0.71,7889.0,2,2,1,4.0,Relatively New,1007.0,0,0,0,0,0,0,23
flat,sector 102,Shapoorji Pallonji Joyville Gurugram4.0 ★,1.8,10638.0,3,3,3,5.0,Relatively New,1531.0,0,0,0,0,0,0,49
flat,manesar,HSIIDC Sidco Aravali,0.9,3478.0,3,3,3,2.0,Old Property,1900.0,0,1,0,0,0,2,21
flat,sector 48,Belgravia Resort Residences,3.45,18459.0,3,3,3,14.0,Moderately Old,1869.0,0,0,0,0,0,0,0
flat,sohna road,Breez Global Heights4.2 ★,0.4,6421.0,2,2,1,4.0,New Property,615.0,0,0,0,0,0,0,49
flat,sector 37c,Imperia Elvedor,0.55,8221.0,1,1,0,5.0,Relatively New,669.0,0,0,0,0,0,0,0
flat,sector 77,Emaar Palm Premier,2.1,10500.0,3,4,3+,11.0,New Property,1600.0,0,1,0,0,0,1,129
flat,sector 103,Ansal Housing Highland Park,1.1,6243.0,3,3,3+,7.0,New Property,1500.0,0,0,0,0,0,0,87
house,sector 11,independent,2.5,17857.0,5,4,3,1.0,Old Property,1850.0,0,0,1,0,0,0,0
flat,sohna road,Eldeco Accolade3.8 ★,0.85,6725.0,2,2,3,10.0,New Property,978.0,0,0,0,0,0,0,72
flat,sector 70,Krrish Florence Estate,1.25,6702.0,3,3,3,18.0,Under Construction,1688.0,0,0,0,0,0,0,51
flat,sector 81,Bestech Park View Ananda,0.9,6618.0,2,2,3,8.0,New Property,1231.0,0,0,0,0,1,0,60
house,sector 23,independent,5.1,16569.0,3,2,0,1.0,Old Property,3078.0,0,0,0,0,1,0,27
house,sector 28,suncity essel towers,6.0,22222.0,4,4,3+,3.0,Old Property,2700.0,1,0,0,0,0,1,89
flat,sector 22,Ambience Creacions,2.79,15000.0,3,3,3,13.0,New Property,1860.0,0,0,0,0,0,2,158
flat,sohna road,Signature Global Park4.0 ★,0.91,6289.0,3,3,3,1.0,Relatively New,1599.0,0,0,0,1,0,0,165
flat,sector 81,DLF The Ultima4.0 ★,2.2,11190.0,3,4,3+,7.0,Relatively New,1900.0,0,1,0,0,0,2,104
flat,sohna road,Signature Global Park4.0 ★,0.54,7248.0,2,1,3,1.0,New Property,828.0,0,0,0,0,0,0,65
flat,sector 81,Signature Global City 81,0.8,14652.0,2,2,2,4.0,Under Construction,607.0,1,0,0,0,0,0,36
flat,sector 83,Vatika City Homes3.9 ★,1.08,6207.0,3,3,3,6.0,Relatively New,1537.0,0,0,1,0,0,0,111
flat,sector 33,Godrej Nature Plus,1.62,13978.0,3,4,3+,3.0,New Property,129.42,0,1,0,0,0,0,100
flat,sector 47,CGHS Airport Apartment,1.8,6000.0,4,4,3+,4.0,Moderately Old,2857.0,0,0,1,0,0,1,120
flat,sector 88b,Vatika Xpressions,0.92,6815.0,2,2,3,3.0,New Property,1350.0,0,0,0,0,0,0,26
house,vishnu garden,independent,0.35,7778.0,2,2,1,2.0,Moderately Old,556.0,0,0,0,0,0,0,0
flat,sector 89,M3M Soulitude,1.25,8784.0,3,3,0,4.0,New Property,1423.0,0,0,0,0,0,0,0
flat,sector 112,Earth Copia,0.7,4673.0,2,2,2,4.0,Relatively New,1498.0,0,0,0,0,0,0,65
house,sector 57,independent,8.0,29630.0,5,4,3,2.0,Relatively New,2700.0,1,1,0,1,0,0,21
flat,sector 82,Vatika Independent Floors3.8 ★,1.16,6988.0,3,3,3+,1.0,Relatively New,1844.0,0,1,1,1,0,1,151
house,sector 66,emaar mgf marbella,12.0,38095.0,5,6,3+,4.0,New Property,3150.0,0,1,0,1,0,0,38
house,sector 50,independent,10.45,38704.0,4,5,2,3.0,Moderately Old,4000.0,1,1,0,1,0,1,142
flat,sector 104,Hero Homes,1.75,10361.0,3,3,3,2.0,Under Construction,1529.0,0,0,0,0,0,0,30
flat,sector 67,Bestech Park View Spa Next4.0 ★,2.7,11489.0,4,4,3+,9.0,Moderately Old,2127.0,0,1,0,1,0,1,149
flat,sector 61,Smart World Orchard,2.2,13497.0,3,3,2,3.0,Under Construction,1811.0,0,0,0,0,0,0,16
flat,sector 99a,Pareena Laxmi Apartments3.6 ★,0.32,5787.0,2,2,2,11.0,New Property,502.0,0,0,0,0,0,0,66
flat,sector 23,Radhakrishna society,0.55,5000.0,2,2,1,1.0,Moderately Old,995.0,0,0,0,0,0,1,29
flat,sector 70a,Capital Residences 360,1.15,11500.0,2,2,3,4.0,New Property,1400.0,0,0,0,1,0,0,132
flat,sector 90,DLF New Town Heights 13.9 ★,1.55,6557.0,4,4,3+,1.0,Relatively New,2139.0,0,1,0,1,0,0,81
flat,sector 70a,AIPL The Peaceful Homes3.9 ★,2.6,12009.0,3,2,2,12.0,Moderately Old,2406.0,0,1,0,0,0,0,52
flat,sector 37d,Ramprastha Skyz,1.25,7251.0,3,3,3+,2.0,Under Construction,1725.0,0,0,0,0,0,0,8
flat,sector 69,Tulip Violet4.2 ★,1.3,8286.0,3,3,1,12.0,Relatively New,1419.0,0,0,0,1,0,0,86
flat,sector 37d,Signature Global City,0.8,8421.0,2,2,2,2.0,Under Construction,860.0,0,0,0,0,0,0,42
flat,sector 88a,Godrej Oasis3.9 ★,1.45,8082.0,3,3,3,12.0,Relatively New,1993.0,0,0,0,0,0,0,49
flat,sector 92,Sare Green Parc 2,1.07,5245.0,4,3,3,10.0,Under Construction,2040.0,1,1,0,0,0,0,86
flat,sector 4,"Ganpati apartment  2, Laxman Vihar Phase 1",0.45,4707.0,2,2,1,0.0,Relatively New,944.0,0,0,0,0,0,0,46
flat,sector 102,Emaar Gurgaon Greens4.1 ★,1.45,8788.0,3,3,2,7.0,Relatively New,1493.0,0,1,0,0,0,1,169
house,sector 14,independent,3.5,18088.0,6,4,2,2.0,Old Property,1935.0,0,0,0,0,1,1,27
flat,sector 60,Ireo Skyon4.0 ★,3.75,13393.0,4,4,3,12.0,Relatively New,2650.0,0,1,0,0,0,1,49
house,sector 4,independent,3.25,14444.0,3,3,2,2.0,Old Property,2250.0,0,0,0,0,0,0,27
flat,sector 95,Ramsons Kshitij3.7 ★,0.19,591.0,1,1,1,14.0,Relatively New,3569.0,0,0,0,0,0,0,49
flat,sector 86,Ansal Heights 86,0.87,5367.0,2,2,1,12.0,New Property,1231.0,0,0,0,0,1,1,45
flat,sector 66,Ireo Uptown4.1 ★,4.85,12999.0,4,4,3+,15.0,Relatively New,3500.0,1,1,1,1,0,1,156
house,sector 15,independent,1.8,10000.0,4,3,1,1.0,Old Property,1800.0,0,0,0,0,0,0,16
house,sector 57,independent,4.7,21759.0,3,3,2,2.0,Old Property,2160.0,0,1,0,0,1,0,43
flat,sector 33,JMD Gardens4.4 ★,3.25,7509.0,4,4,3+,17.0,Old Property,4809.0,0,1,0,0,0,1,130
flat,sector 67,Ireo Victory Valley4.1 ★,3.49,12998.0,3,3,3,19.0,Relatively New,2724.0,0,1,0,0,0,0,103
flat,sector 113,La Vida by Tata Housing,1.55,11654.0,2,2,3,2.0,New Property,1276.0,0,0,0,0,0,0,174
flat,sector 81,Signature Global City 81,0.96,9766.0,2,2,2,1.0,Under Construction,1194.0,0,0,0,0,0,0,49
flat,sector 70a,BPTP Astaire Gardens3.7 ★,1.7,8947.0,4,3,3,1.0,Relatively New,2111.0,0,0,0,0,0,1,49
flat,sector 92,Sare Green ParC Phase 3,0.75,7143.0,3,2,2,3.0,New Property,1298.0,0,0,0,0,0,0,121
flat,sector 92,Sare Crescent Parc3.5 ★,0.87,4971.0,4,4,2,2.0,Moderately Old,1584.0,0,0,1,0,0,2,115
house,sector 33,unitech uniworld resorts,11.5,24573.0,5,6,3+,4.0,Relatively New,4680.0,0,1,0,0,0,0,84
flat,sector 56,Guru Gram Haryana CGHS4.1 ★,1.38,7225.0,3,3,3,5.0,Moderately Old,1910.0,1,0,0,0,0,1,134
flat,sector 37d,Ramprastha Primera,1.2,13333.0,3,3,3,5.0,Relatively New,1000.0,0,0,1,0,0,0,50
flat,sector 90,DLF Regal Gardens3.9 ★,1.78,8040.0,4,4,3+,12.0,Relatively New,2005.0,0,0,0,0,0,0,61
flat,sector 86,Ansal Heights 86,0.78,5735.0,2,2,2,8.0,New Property,1360.0,0,0,0,0,0,0,72
flat,sector 107,M3M Woodshire4.0 ★,0.8,5857.0,2,2,3+,7.0,Relatively New,1236.0,0,0,0,0,0,1,165
house,sector 70a,bptp visionnaire,5.4,20690.0,4,5,3+,3.0,Relatively New,2610.0,1,1,1,1,0,1,136
house,sector 26,independent,5.8,32222.0,5,5,3+,2.0,Old Property,1800.0,1,1,1,1,0,0,53
flat,sector 61,Suposhaa Smartworld Orchard,2.25,14526.0,3,3,2,3.0,Under Construction,1721.0,0,0,0,0,0,0,0
house,sector 7,independent,0.95,21111.0,2,1,1,3.0,New Property,450.0,0,0,0,0,0,0,15
flat,sector 89,Smart World Gems,1.16,10498.0,3,2,3,1.0,New Property,998.0,1,0,0,0,0,0,49
flat,sector 95,AWHO Shanti Vihar4.0 ★,0.8,8889.0,2,2,3,9.0,New Property,713.0,1,0,0,0,0,0,67
flat,sector 90,DLF New Town Heights 13.9 ★,1.54,6514.0,4,4,3+,12.0,Moderately Old,2200.0,0,1,0,1,0,1,111
flat,sector 86,Ansal Heights 86,0.78,5735.0,2,2,1,8.0,New Property,1231.0,0,0,0,0,0,0,67
flat,sector 82a,DLF The Primus3.9 ★,2.6,11439.0,4,4,3+,2.0,Relatively New,2273.0,0,0,0,0,1,0,38
flat,sector 37c,ILD Greens4.1 ★,1.0,4320.0,3,3,3+,5.0,Under Construction,1697.0,0,0,0,0,0,0,51
flat,sector 113,M3M Capital,2.9,12620.0,4,4,3+,11.0,Under Construction,2553.0,1,1,0,0,0,0,49
flat,sector 37c,Imperia The Esfera,0.98,5399.0,3,4,3,9.0,Relatively New,1660.0,0,1,0,0,1,0,49
flat,sector 66,Emaar MGF The Enclave,1.9,10556.0,3,4,2,8.0,Relatively New,1850.0,0,1,0,0,0,1,174
flat,sector 85,ss,2.09,7432.0,4,4,3,8.0,Relatively New,2600.0,1,1,0,1,0,0,49
flat,sector 86,Ansal Heights 86,1.25,7396.0,3,2,1,2.0,New Property,1529.0,0,0,0,0,0,0,100
house,sector 25,independent,7.6,38756.0,2,9,3,4.0,Relatively New,1961.0,1,0,1,1,0,1,84
flat,sector 65,Emaar MGF Emerald Floors Premier3.8 ★,2.35,14242.0,3,3,3,2.0,Relatively New,1493.0,1,1,0,0,0,1,168
house,sector 43,sushant lok 1 builder floors,2.45,7756.0,4,4,3+,3.0,Moderately Old,540.0,1,1,0,1,1,2,123
flat,sohna road,Breez Global Hill View,2.6,5215.0,2,2,2,6.0,New Property,4986.0,0,0,0,0,0,0,42
flat,sector 14,Essel Towers,2.75,12500.0,4,5,3+,8.0,Old Property,2200.0,1,1,0,0,0,2,128
house,sector 50,independent,10.55,32562.0,5,5,3,2.0,Moderately Old,3240.0,1,1,0,0,0,0,42
flat,sector 70a,BPTP Astaire Gardens3.7 ★,0.97,6585.0,3,3,3+,1.0,Relatively New,1339.0,0,0,0,0,1,0,149
house,sector 24,independent,3.5,32407.0,2,4,3,3.0,Old Property,1080.0,0,0,0,0,0,0,15
flat,sector 102,Suncity Avenue 1023.9 ★,0.48,9023.0,2,2,1,5.0,Relatively New,582.0,0,0,1,0,0,0,159
flat,sector 113,La Vida by Tata Housing,2.7,16364.0,3,4,3+,4.0,Relatively New,2217.0,0,1,0,0,0,1,49
flat,sector 109,ATS Tourmaline3.9 ★,1.45,6744.0,3,4,3+,4.0,Relatively New,1797.0,0,1,0,0,0,0,71
flat,sector 106,Paras Dews,0.92,6643.0,2,2,3+,2.0,Relatively New,940.0,0,0,0,0,0,0,174
flat,sector 92,Sare Crescent Parc3.5 ★,0.5,5000.0,2,2,2,2.0,Relatively New,905.0,0,0,0,0,1,0,72
house,sector 54,independent,3.51,12342.0,4,4,3,4.0,New Property,2844.0,0,1,0,0,0,0,73
flat,sector 81,DLF The Ultima4.0 ★,2.28,10842.0,3,3,3+,14.0,Relatively New,1750.0,0,1,0,0,0,2,49
flat,sector 109,Conscient One,1.7,17617.0,1,1,2,9.0,Relatively New,965.0,0,0,0,0,0,0,0
flat,sector 113,M3M Capital,1.83,13969.0,2,2,0,7.0,New Property,1310.0,0,0,0,0,0,0,0
flat,sector 52,Ardee City3.8 ★,1.55,7381.0,4,4,3,1.0,Moderately Old,2100.0,0,0,0,0,0,0,0
flat,sector 108,Sobha City,2.6,15196.0,3,3,2,8.0,Relatively New,1711.0,0,0,0,0,0,0,99
house,sector 2,ansals palam vihar,5.0,12500.0,6,4,0,3.0,Moderately Old,4000.0,0,0,0,0,0,0,0
flat,sector 37c,ILD Grand Centra,0.95,5220.0,3,1,0,0.0,Relatively New,1820.0,0,0,0,0,0,0,0
flat,sohna road,Eldeco Accolade3.8 ★,0.95,6543.0,2,2,3+,6.0,New Property,1129.0,1,0,0,0,0,1,0
flat,sector 61,Smart World Orchard,2.1,13752.0,3,2,3,3.0,Under Construction,1534.0,0,0,0,0,0,0,146
flat,sector 71,M3M Sky Lofts,1.0,11494.0,1,1,1,9.0,Moderately Old,869.0,0,0,0,0,0,0,0
flat,sector 65,Emaar MGF Emerald Floors Premier3.8 ★,2.24,13576.0,3,3,3,2.0,Relatively New,1833.0,1,1,0,0,0,0,46
house,sector 41,independent,7.25,29293.0,9,8,3,4.0,Old Property,2475.0,0,1,0,0,0,1,94
flat,sector 92,Sare Crescent Parc3.5 ★,1.44,7069.0,4,4,3,8.0,Relatively New,2267.0,0,0,0,0,0,0,37
flat,sector 36a,AVL 36 Gurgaon3.7 ★,0.45,9000.0,1,1,1,9.0,Relatively New,452.0,0,0,0,0,0,0,0
house,sector 109,international city by sobha phase 2,12.5,26670.0,5,6,3,3.0,Relatively New,4500.0,1,1,1,1,0,0,63
flat,sector 52,Ansal API Sushant Estate4.1 ★,0.29,11600.0,1,1,0,0.0,Moderately Old,278.0,0,0,0,0,0,1,49
house,sector 4,independent,4.12,8889.0,2,1,3+,2.0,Moderately Old,4635.0,0,0,0,0,0,0,0
flat,sector 84,Alpha Corp GurgaonOne 844.0 ★,2.2,7586.0,4,4,3,10.0,Relatively New,3222.0,0,1,0,0,0,0,21
flat,sector 77,Emaar Palm Heights,2.25,11250.0,3,3,3,22.0,New Property,1810.0,0,1,0,0,0,1,42
flat,sohna road,Signature Global Park4.0 ★,0.65,7295.0,2,2,3,1.0,New Property,822.0,0,0,0,0,0,0,0
flat,sector 91,TARC Maceo3.8 ★,1.75,11118.0,4,3,3+,8.0,Relatively New,2107.0,1,1,1,1,0,0,128
flat,sector 60,Ireo Skyon4.0 ★,3.6,12816.0,4,5,3,24.0,Relatively New,2604.0,0,1,0,0,0,1,49
flat,sector 104,Puri Emerald Bay3.7 ★,1.58,9117.0,2,3,3,11.0,Relatively New,1538.0,0,1,0,0,0,0,101
flat,sector 83,Emaar Palm Gardens4.1 ★,1.4,8140.0,3,3,3,2.0,Relatively New,1387.0,1,1,1,1,0,1,174
flat,sector 22,Ambience Creacions,3.5,19444.0,3,4,3+,8.0,New Property,2000.0,0,1,0,0,0,1,0
house,sector 13,independent,4.5,9091.0,4,5,2,2.0,Old Property,4950.0,0,0,0,0,0,0,0
flat,sector 33,Unitech The Residences3.7 ★,1.1,9910.0,2,2,3,9.0,Moderately Old,1100.0,0,0,0,0,0,1,44
house,sector 25,independent,6.6,36667.0,6,7,3+,2.0,Moderately Old,1800.0,1,1,0,0,0,1,119
flat,sector 65,Emaar MGF Emerald Floors Premier3.8 ★,2.35,14242.0,3,3,3,3.0,Relatively New,1833.0,1,1,0,0,0,1,124
house,sector 7,independent,3.1,13778.0,3,3,2,2.0,Old Property,2250.0,0,0,0,0,0,0,22
flat,sector 14,Unitech Heritage City,4.26,13108.0,4,4,0,9.0,Old Property,3250.0,0,0,0,0,0,0,0
flat,sohna road,Ashiana Mulberry,0.95,6485.0,2,2,3+,3.0,New Property,1175.97,1,0,0,0,0,0,89
flat,sector 99,Assotech Blith,0.82,6007.0,2,2,3,0.0,New Property,1365.0,0,0,0,0,0,0,0
house,sector 105,independent,1.15,3285.0,3,2,1,1.0,Moderately Old,3889.0,0,0,0,0,0,0,0
flat,sector 89,Smart World Gems,0.9,8160.0,2,2,2,2.0,New Property,998.0,1,0,0,0,1,0,44
flat,sector 83,Vatika Gurgaon 213.7 ★,1.18,6801.0,3,3,2,14.0,Relatively New,1618.0,0,0,0,0,0,0,26
house,sector 63a,aindependentt raj estates,8.5,27139.0,6,6,3+,3.0,Under Construction,3132.0,0,0,1,1,0,0,29
flat,sector 90,Shree Vardhman Flora3.8 ★,0.7,5323.0,2,2,3,9.0,New Property,1350.0,1,0,0,0,0,0,0
house,sector 67,independent,3.0,11905.0,4,4,0,3.0,Moderately Old,2800.0,0,0,0,0,0,0,0
house,sector 11,shivaji nagar residential,3.08,11407.0,6,4,2,1.0,Moderately Old,2700.0,0,0,0,0,0,0,0
house,sector 82,independent,7.5,23148.0,5,5,3+,2.0,Relatively New,3240.0,0,1,0,1,0,1,135
flat,sector 69,Tulip Violet4.3 ★,1.7,10773.0,3,3,2,0.0,Relatively New,1428.0,0,0,0,1,0,0,49
flat,sector 9a,Railway Officers RPF Society,1.3,5039.0,4,4,3+,9.0,Old Property,2580.0,0,0,0,0,0,0,0
flat,sector 69,Tulip Violet4.2 ★,1.75,9459.0,3,4,2,0.0,Relatively New,2056.0,0,0,0,0,0,1,174
flat,sector 90,DLF Regal Gardens3.9 ★,1.24,7066.0,3,3,3+,9.0,Relatively New,1600.0,0,0,0,0,1,0,72
flat,sector 12,SS Radiance Residency,0.6,5660.0,3,3,2,3.0,Relatively New,1178.0,0,0,0,0,0,0,44
flat,sector 83,Vatika Emilia Floors3.7 ★,0.65,6190.0,2,2,2,1.0,Relatively New,950.0,0,0,0,0,0,1,174
flat,sector 102,Shapoorji Pallonji Joyville,1.1,12022.0,2,2,1,7.0,Relatively New,915.0,0,0,0,0,0,0,0
flat,sector 104,Puri Emerald Bay3.7 ★,1.32,8516.0,2,2,2,10.0,Relatively New,1403.0,0,0,0,0,0,0,128
flat,sector 110,Indiabulls Enigma,4.1,10567.0,5,5,2,10.0,Relatively New,3500.0,0,1,0,0,0,0,159
flat,sector 108,Experion The Heartsong3.9 ★,0.87,11853.0,2,3,3,2.0,Relatively New,978.23,0,1,0,0,0,1,123
flat,sector 49,Satya Element One,0.8,11111.0,1,1,1,0.0,Moderately Old,720.0,0,0,0,0,0,0,0
flat,sector 107,M3M Woodshire4.0 ★,1.7,6142.0,4,5,3+,9.0,Relatively New,2505.0,0,1,0,0,0,0,79
flat,sector 78,Umang Monsoon Breeze,0.88,4746.0,3,4,3,8.0,Moderately Old,1668.0,0,1,0,1,0,0,111
flat,sector 104,Godrej Summit3.7 ★,1.3,9028.0,3,2,3+,16.0,Relatively New,1303.0,1,0,1,1,0,1,0
flat,sector 86,DLF The Skycourt4.2 ★,1.55,8031.0,3,3,1,12.0,Relatively New,1900.0,0,0,0,1,0,1,153
flat,sector 91,TARC Maceo3.8 ★,1.9,6975.0,4,4,3,9.0,Relatively New,2465.0,0,1,0,0,0,0,120
flat,sector 83,Emaar Palm Gardens4.1 ★,1.75,9211.0,3,3,3,6.0,Relatively New,1600.0,0,1,0,0,0,1,174
flat,sector 81,DLF The Ultima4.0 ★,2.5,11726.0,3,3,2,4.0,Relatively New,2130.0,0,1,0,0,0,2,82
flat,sector 107,Signature Global Solera3.7 ★,0.5,7752.0,3,2,2,6.0,Relatively New,717.0,0,0,0,0,1,0,49
flat,sector 83,Emaar Palm Gardens4.1 ★,1.72,9053.0,3,3,3,4.0,Relatively New,1600.0,0,1,0,0,0,1,165
flat,sector 81,Bestech Park View Grand Spa4.3 ★,2.35,8835.0,3,4,3+,10.0,Relatively New,2511.0,0,1,0,0,0,0,109
flat,sector 69,Tulip Violet4.3 ★,1.75,8883.0,4,4,1,12.0,Relatively New,1783.0,0,0,0,0,0,0,86
flat,sector 88a,Godrej Oasis3.9 ★,1.19,10162.0,2,2,3,15.0,Relatively New,1387.0,1,0,0,1,0,1,174
flat,sector 92,Sare Green ParC Phase 3,1.08,5150.0,4,4,2,16.0,New Property,1891.0,0,1,0,0,0,0,107
flat,sector 84,Alpha Corp GurgaonOne 844.0 ★,1.49,7590.0,3,3,3,6.0,Relatively New,1833.0,0,1,0,0,0,0,28
house,vishnu garden,independent,1.35,3857.0,5,3,3,3.0,Moderately Old,3500.0,0,0,0,0,0,0,0
flat,sector 92,Sare Homes,0.95,4872.0,4,3,3,13.0,New Property,1765.0,0,0,0,0,0,0,0
flat,sector 81,Bestech Park View Ananda4.2 ★,1.15,6928.0,3,2,3+,6.0,Relatively New,1463.0,1,0,0,0,0,1,104
